NAME,median_household_income,total_population,total_enrollment,college_grad_enrollment,total_households,no_vehicle_owner,no_vehicle_renter,pop_in_labor_force_universe,in_labor_force,unemployed,total_housing_units,state,county,tract,block group,GEOID,student_population,pct_students,households_no_vehicle,pct_no_vehicle,unemployment_rate
"Block Group 3, Census Tract 4303, Alameda County, California",147625,998,,,379,0,12,824,551,60,387,06,001,430300,3,060014303003,,,12,3.17,10.89
"Block Group 1, Census Tract 4304, Alameda County, California",193750,1068,,,344,24,0,814,567,22,344,06,001,430400,1,060014304001,,,24,6.98,3.88
"Block Group 2, Census Tract 4304, Alameda County, California",175357,1144,,,392,7,0,963,649,82,392,06,001,430400,2,060014304002,,,7,1.79,12.63
"Block Group 1, Census Tract 4305, Alameda County, California",98191,3462,,,952,33,0,2743,1614,33,967,06,001,430500,1,060014305001,,,33,3.47,2.04
"Block Group 2, Census Tract 4305, Alameda County, California",65804,1696,,,645,0,56,1375,1042,50,719,06,001,430500,2,060014305002,,,56,8.68,4.8
"Block Group 3, Census Tract 4305, Alameda County, California",106641,1322,,,475,0,16,1085,762,30,475,06,001,430500,3,060014305003,,,16,3.37,3.94
"Block Group 1, Census Tract 4306, Alameda County, California",169827,1698,,,611,34,0,1422,1024,0,611,06,001,430600,1,060014306001,,,34,5.56,0.0
"Block Group 2, Census Tract 4306, Alameda County, California",-666666666,1266,,,377,18,0,1081,611,0,377,06,001,430600,2,060014306002,,,18,4.77,0.0
"Block Group 3, Census Tract 4306, Alameda County, California",137411,2905,,,952,0,15,2466,1639,35,952,06,001,430600,3,060014306003,,,15,1.58,2.14
"Block Group 4, Census Tract 4306, Alameda County, California",-666666666,900,,,349,0,0,804,538,52,349,06,001,430600,4,060014306004,,,0,0.0,9.67
"Block Group 1, Census Tract 4307, Alameda County, California",111094,1046,,,370,0,0,849,516,32,379,06,001,430700,1,060014307001,,,0,0.0,6.2
"Block Group 2, Census Tract 4307, Alameda County, California",120057,1918,,,619,22,0,1412,995,18,634,06,001,430700,2,060014307002,,,22,3.55,1.81
"Block Group 3, Census Tract 4307, Alameda County, California",90000,1197,,,382,10,0,903,468,9,382,06,001,430700,3,060014307003,,,10,2.62,1.92
"Block Group 1, Census Tract 4308, Alameda County, California",125291,1095,,,337,0,0,1056,674,5,337,06,001,430800,1,060014308001,,,0,0.0,0.74
"Block Group 2, Census Tract 4308, Alameda County, California",85302,576,,,205,0,0,461,281,0,225,06,001,430800,2,060014308002,,,0,0.0,0.0
"Block Group 3, Census Tract 4308, Alameda County, California",118015,2245,,,784,15,0,1862,1178,26,784,06,001,430800,3,060014308003,,,15,1.91,2.21
"Block Group 4, Census Tract 4308, Alameda County, California",90824,1736,,,757,0,26,1323,893,0,797,06,001,430800,4,060014308004,,,26,3.43,0.0
"Block Group 1, Census Tract 4309, Alameda County, California",105344,2034,,,793,9,63,1702,1287,64,793,06,001,430900,1,060014309001,,,72,9.08,4.97
"Block Group 2, Census Tract 4309, Alameda County, California",85671,1797,,,602,0,18,1367,925,9,670,06,001,430900,2,060014309002,,,18,2.99,0.97
"Block Group 3, Census Tract 4309, Alameda County, California",105904,1557,,,420,0,22,1244,653,12,445,06,001,430900,3,060014309003,,,22,5.24,1.84
"Block Group 1, Census Tract 4310, Alameda County, California",61976,1269,,,513,41,14,1039,664,44,549,06,001,431000,1,060014310001,,,55,10.72,6.63
"Block Group 2, Census Tract 4310, Alameda County, California",93021,1678,,,579,5,59,1454,932,9,674,06,001,431000,2,060014310002,,,64,11.05,0.97
"Block Group 1, Census Tract 4311, Alameda County, California",109625,1624,,,598,5,5,1373,1091,13,605,06,001,431100,1,060014311001,,,10,1.67,1.19
"Block Group 2, Census Tract 4311, Alameda County, California",88617,1737,,,720,0,63,1427,1221,7,755,06,001,431100,2,060014311002,,,63,8.75,0.57
"Block Group 1, Census Tract 4312, Alameda County, California",113438,1448,,,615,32,142,1299,763,0,660,06,001,431200,1,060014312001,,,174,28.29,0.0
"Block Group 2, Census Tract 4312, Alameda County, California",93864,1816,,,692,0,0,1537,920,48,735,06,001,431200,2,060014312002,,,0,0.0,5.22
"Block Group 3, Census Tract 4312, Alameda County, California",104432,2702,,,1195,18,29,2312,1515,21,1195,06,001,431200,3,060014312003,,,47,3.93,1.39
"Block Group 1, Census Tract 4321, Alameda County, California",117228,2048,,,617,32,0,1769,1146,54,632,06,001,432100,1,060014321001,,,32,5.19,4.71
"Block Group 2, Census Tract 4321, Alameda County, California",146250,871,,,360,0,23,759,560,23,360,06,001,432100,2,060014321002,,,23,6.39,4.11
"Block Group 3, Census Tract 4321, Alameda County, California",194007,1010,,,413,7,0,794,540,32,413,06,001,432100,3,060014321003,,,7,1.69,5.93
"Block Group 1, Census Tract 4322, Alameda County, California",64702,1361,,,376,0,27,930,486,42,393,06,001,432200,1,060014322001,,,27,7.18,8.64
"Block Group 2, Census Tract 4322, Alameda County, California",90938,636,,,268,0,52,570,405,34,268,06,001,432200,2,060014322002,,,52,19.4,8.4
"Block Group 3, Census Tract 4322, Alameda County, California",108750,2198,,,908,6,123,1879,1344,11,995,06,001,432200,3,060014322003,,,129,14.21,0.82
"Block Group 1, Census Tract 4323, Alameda County, California",107917,1456,,,467,14,0,1167,864,66,477,06,001,432300,1,060014323001,,,14,3.0,7.64
"Block Group 2, Census Tract 4323, Alameda County, California",125096,617,,,270,0,47,558,386,6,270,06,001,432300,2,060014323002,,,47,17.41,1.55
"Block Group 3, Census Tract 4323, Alameda County, California",151587,2791,,,1001,6,0,2491,1626,126,1057,06,001,432300,3,060014323003,,,6,0.6,7.75
"Block Group 1, Census Tract 4324, Alameda County, California",77273,2436,,,498,17,0,1978,1073,130,498,06,001,432400,1,060014324001,,,17,3.41,12.12
"Block Group 2, Census Tract 4324, Alameda County, California",90380,2582,,,657,0,17,2029,1367,22,673,06,001,432400,2,060014324002,,,17,2.59,1.61
"Block Group 3, Census Tract 4324, Alameda County, California",68939,1585,,,596,8,73,1315,899,57,596,06,001,432400,3,060014324003,,,81,13.59,6.34
"Block Group 1, Census Tract 4325.01, Alameda County, California",88056,1131,,,408,5,10,1058,682,37,432,06,001,432501,1,060014325011,,,15,3.68,5.43
"Block Group 2, Census Tract 4325.01, Alameda County, California",97132,1565,,,364,0,44,1318,960,48,364,06,001,432501,2,060014325012,,,44,12.09,5.0
"Block Group 3, Census Tract 4325.01, Alameda County, California",85625,2289,,,667,0,20,1904,1278,20,683,06,001,432501,3,060014325013,,,20,3.0,1.56
"Block Group 1, Census Tract 4325.02, Alameda County, California",89083,2390,,,673,0,33,1817,1275,53,697,06,001,432502,1,060014325021,,,33,4.9,4.16
"Block Group 2, Census Tract 4325.02, Alameda County, California",162426,1122,,,265,9,19,1046,745,81,265,06,001,432502,2,060014325022,,,28,10.57,10.87
"Block Group 3, Census Tract 4325.02, Alameda County, California",80741,1659,,,508,12,15,1409,957,60,546,06,001,432502,3,060014325023,,,27,5.31,6.27
"Block Group 1, Census Tract 4326.01, Alameda County, California",71875,1787,,,738,65,115,1512,979,17,805,06,001,432601,1,060014326011,,,180,24.39,1.74
"Block Group 2, Census Tract 4326.01, Alameda County, California",79290,2295,,,1055,50,40,2030,1631,83,1108,06,001,432601,2,060014326012,,,90,8.53,5.09
"Block Group 1, Census Tract 4326.02, Alameda County, California",113819,564,,,249,0,0,545,361,44,285,06,001,432602,1,060014326021,,,0,0.0,12.19
"Block Group 2, Census Tract 4326.02, Alameda County, California",68784,1384,,,556,0,9,1105,838,0,556,06,001,432602,2,060014326022,,,9,1.62,0.0
"Block Group 3, Census Tract 4326.02, Alameda County, California",105889,1083,,,482,0,80,966,625,0,482,06,001,432602,3,060014326023,,,80,16.6,0.0
"Block Group 1, Census Tract 4327, Alameda County, California",163500,661,,,240,0,0,514,391,53,244,06,001,432700,1,060014327001,,,0,0.0,13.55
"Block Group 2, Census Tract 4327, Alameda County, California",54901,806,,,337,0,8,670,383,44,363,06,001,432700,2,060014327002,,,8,2.37,11.49
"Block Group 3, Census Tract 4327, Alameda County, California",140781,1348,,,410,0,0,1178,905,114,420,06,001,432700,3,060014327003,,,0,0.0,12.6
"Block Group 1, Census Tract 4328, Alameda County, California",129250,1067,,,304,0,0,963,653,96,313,06,001,432800,1,060014328001,,,0,0.0,14.7
"Block Group 2, Census Tract 4328, Alameda County, California",138841,1911,,,728,0,0,1645,968,11,755,06,001,432800,2,060014328002,,,0,0.0,1.14
"Block Group 3, Census Tract 4328, Alameda County, California",128981,1367,,,434,25,0,1161,910,10,516,06,001,432800,3,060014328003,,,25,5.76,1.1
"Block Group 1, Census Tract 4330, Alameda County, California",152976,1055,,,352,0,0,871,543,35,352,06,001,433000,1,060014330001,,,0,0.0,6.45
"Block Group 2, Census Tract 4330, Alameda County, California",94779,973,,,379,10,6,831,552,29,446,06,001,433000,2,060014330002,,,16,4.22,5.25
"Block Group 3, Census Tract 4330, Alameda County, California",94184,1132,,,328,0,0,842,636,0,328,06,001,433000,3,060014330003,,,0,0.0,0.0
"Block Group 4, Census Tract 4330, Alameda County, California",86250,711,,,328,4,9,693,352,63,333,06,001,433000,4,060014330004,,,13,3.96,17.9
"Block Group 1, Census Tract 4331.02, Alameda County, California",122542,2472,,,679,8,0,1960,1341,22,679,06,001,433102,1,060014331021,,,8,1.18,1.64
"Block Group 2, Census Tract 4331.02, Alameda County, California",99612,1971,,,641,36,14,1689,1221,74,680,06,001,433102,2,060014331022,,,50,7.8,6.06
"Block Group 1, Census Tract 4331.03, Alameda County, California",67727,2484,,,1058,43,16,2349,1563,112,1136,06,001,433103,1,060014331031,,,59,5.58,7.17
"Block Group 2, Census Tract 4331.03, Alameda County, California",68674,1215,,,377,0,0,927,656,34,420,06,001,433103,2,060014331032,,,0,0.0,5.18
"Block Group 1, Census Tract 4331.04, Alameda County, California",47917,564,,,320,0,44,549,408,2,320,06,001,433104,1,060014331041,,,44,13.75,0.49
"Block Group 2, Census Tract 4331.04, Alameda County, California",63333,655,,,226,0,41,617,376,15,226,06,001,433104,2,060014331042,,,41,18.14,3.99
"Block Group 3, Census Tract 4331.04, Alameda County, California",62139,2662,,,1185,105,89,2190,1177,72,1225,06,001,433104,3,060014331043,,,194,16.37,6.12
"Block Group 1, Census Tract 4332, Alameda County, California",85938,3942,,,857,18,0,3270,1962,116,857,06,001,433200,1,060014332001,,,18,2.1,5.91
"Block Group 2, Census Tract 4332, Alameda County, California",32927,2298,,,994,0,169,1947,1178,89,1143,06,001,433200,2,060014332002,,,169,17.0,7.56
"Block Group 3, Census Tract 4332, Alameda County, California",31208,622,,,389,0,60,534,427,44,389,06,001,433200,3,060014332003,,,60,15.42,10.3
"Block Group 4, Census Tract 4332, Alameda County, California",114167,1309,,,428,21,0,1070,631,39,428,06,001,433200,4,060014332004,,,21,4.91,6.18
"Block Group 1, Census Tract 4333, Alameda County, California",121200,2244,,,604,0,0,1887,1148,79,615,06,001,433300,1,060014333001,,,0,0.0,6.88
"Block Group 2, Census Tract 4333, Alameda County, California",63750,753,,,219,0,0,665,338,24,229,06,001,433300,2,060014333002,,,0,0.0,7.1
"Block Group 3, Census Tract 4333, Alameda County, California",-666666666,824,,,282,0,0,713,590,14,282,06,001,433300,3,060014333003,,,0,0.0,2.37
"Block Group 4, Census Tract 4333, Alameda County, California",92959,1678,,,507,0,0,1253,956,98,518,06,001,433300,4,060014333004,,,0,0.0,10.25
"Block Group 5, Census Tract 4333, Alameda County, California",136311,2191,,,433,0,1,1837,1241,117,433,06,001,433300,5,060014333005,,,1,0.23,9.43
"Block Group 1, Census Tract 4334, Alameda County, California",132250,1554,,,442,0,0,1385,1029,0,501,06,001,433400,1,060014334001,,,0,0.0,0.0
"Block Group 2, Census Tract 4334, Alameda County, California",142572,1166,,,401,16,0,969,574,38,401,06,001,433400,2,060014334002,,,16,3.99,6.62
"Block Group 3, Census Tract 4334, Alameda County, California",107167,640,,,370,0,0,627,429,0,370,06,001,433400,3,060014334003,,,0,0.0,0.0
"Block Group 4, Census Tract 4334, Alameda County, California",187885,1109,,,306,22,0,872,593,86,325,06,001,433400,4,060014334004,,,22,7.19,14.5
"Block Group 5, Census Tract 4334, Alameda County, California",146490,833,,,211,0,0,687,442,35,211,06,001,433400,5,060014334005,,,0,0.0,7.92
"Block Group 6, Census Tract 4334, Alameda County, California",67167,872,,,394,43,0,781,497,20,435,06,001,433400,6,060014334006,,,43,10.91,4.02
"Block Group 1, Census Tract 4335, Alameda County, California",174966,1371,,,349,0,0,1127,778,90,349,06,001,433500,1,060014335001,,,0,0.0,11.57
"Block Group 2, Census Tract 4335, Alameda County, California",106149,617,,,172,30,0,518,292,25,214,06,001,433500,2,060014335002,,,30,17.44,8.56
"Block Group 3, Census Tract 4335, Alameda County, California",-666666666,1463,,,607,57,0,1385,665,15,607,06,001,433500,3,060014335003,,,57,9.39,2.26
"Block Group 4, Census Tract 4335, Alameda County, California",96538,1146,,,374,10,0,1024,806,36,456,06,001,433500,4,060014335004,,,10,2.67,4.47
"Block Group 1, Census Tract 4336, Alameda County, California",167778,1099,,,264,30,0,711,486,0,264,06,001,433600,1,060014336001,,,30,11.36,0.0
"Block Group 2, Census Tract 4336, Alameda County, California",64276,1607,,,633,0,51,1343,882,0,633,06,001,433600,2,060014336002,,,51,8.06,0.0
"Block Group 3, Census Tract 4336, Alameda County, California",93899,1293,,,417,33,0,1144,803,53,417,06,001,433600,3,060014336003,,,33,7.91,6.6
"Block Group 4, Census Tract 4336, Alameda County, California",30313,1946,,,847,0,193,1717,910,19,916,06,001,433600,4,060014336004,,,193,22.79,2.09
"Block Group 1, Census Tract 4337, Alameda County, California",92792,1281,,,361,0,9,983,738,62,387,06,001,433700,1,060014337001,,,9,2.49,8.4
"Block Group 2, Census Tract 4337, Alameda County, California",88371,1549,,,505,0,0,1370,1039,12,531,06,001,433700,2,060014337002,,,0,0.0,1.15
"Block Group 3, Census Tract 4337, Alameda County, California",68864,546,,,150,0,0,410,252,2,157,06,001,433700,3,060014337003,,,0,0.0,0.79
"Block Group 1, Census Tract 4338.01, Alameda County, California",-666666666,479,,,168,0,0,400,251,0,168,06,001,433801,1,060014338011,,,0,0.0,0.0
"Block Group 2, Census Tract 4338.01, Alameda County, California",85288,3037,,,919,51,0,2617,1913,162,919,06,001,433801,2,060014338012,,,51,5.55,8.47
"Block Group 1, Census Tract 4338.02, Alameda County, California",80078,1934,,,701,0,0,1677,1189,61,765,06,001,433802,1,060014338021,,,0,0.0,5.13
"Block Group 2, Census Tract 4338.02, Alameda County, California",120863,2491,,,809,164,21,1988,1080,0,809,06,001,433802,2,060014338022,,,185,22.87,0.0
"Block Group 1, Census Tract 4339, Alameda County, California",65625,1881,,,678,43,63,1487,933,27,758,06,001,433900,1,060014339001,,,106,15.63,2.89
"Block Group 2, Census Tract 4339, Alameda County, California",44063,1691,,,546,0,46,1143,681,63,546,06,001,433900,2,060014339002,,,46,8.42,9.25
"Block Group 3, Census Tract 4339, Alameda County, California",74803,1335,,,359,0,0,911,539,55,359,06,001,433900,3,060014339003,,,0,0.0,10.2
"Block Group 4, Census Tract 4339, Alameda County, California",81655,2229,,,707,0,0,1564,1360,190,707,06,001,433900,4,060014339004,,,0,0.0,13.97
"Block Group 1, Census Tract 4340, Alameda County, California",56439,2919,,,861,0,44,2239,1361,98,988,06,001,434000,1,060014340001,,,44,5.11,7.2
"Block Group 2, Census Tract 4340, Alameda County, California",51800,859,,,298,0,0,750,488,21,344,06,001,434000,2,060014340002,,,0,0.0,4.3
"Block Group 3, Census Tract 4340, Alameda County, California",-666666666,1461,,,534,14,120,1205,834,63,601,06,001,434000,3,060014340003,,,134,25.09,7.55
"Block Group 1, Census Tract 4351.02, Alameda County, California",141813,2542,,,832,0,6,2311,1797,85,860,06,001,435102,1,060014351021,,,6,0.72,4.73
"Block Group 2, Census Tract 4351.02, Alameda County, California",-666666666,2122,,,171,0,0,2030,929,126,182,06,001,435102,2,060014351022,,,0,0.0,13.56
"Block Group 3, Census Tract 4351.02, Alameda County, California",106989,1745,,,641,16,0,1537,1045,63,711,06,001,435102,3,060014351023,,,16,2.5,6.03
"Block Group 1, Census Tract 4351.03, Alameda County, California",228125,1886,,,637,0,0,1661,1133,60,661,06,001,435103,1,060014351031,,,0,0.0,5.3
"Block Group 2, Census Tract 4351.03, Alameda County, California",188676,1759,,,508,0,0,1518,1042,27,508,06,001,435103,2,060014351032,,,0,0.0,2.59
"Block Group 3, Census Tract 4351.03, Alameda County, California",196361,2246,,,704,0,0,1912,1315,42,704,06,001,435103,3,060014351033,,,0,0.0,3.19
"Block Group 4, Census Tract 4351.03, Alameda County, California",235357,2303,,,690,0,0,1892,1314,83,690,06,001,435103,4,060014351034,,,0,0.0,6.32
"Block Group 1, Census Tract 4351.04, Alameda County, California",133096,2677,,,949,10,0,2258,1662,70,977,06,001,435104,1,060014351041,,,10,1.05,4.21
"Block Group 2, Census Tract 4351.04, Alameda County, California",153250,864,,,295,0,15,712,515,15,317,06,001,435104,2,060014351042,,,15,5.08,2.91
"Block Group 3, Census Tract 4351.04, Alameda County, California",62991,1408,,,579,0,81,1160,733,19,579,06,001,435104,3,060014351043,,,81,13.99,2.59
"Block Group 4, Census Tract 4351.04, Alameda County, California",77083,1604,,,508,0,14,1318,1012,70,559,06,001,435104,4,060014351044,,,14,2.76,6.92
"Block Group 1, Census Tract 4352, Alameda County, California",127554,3003,,,893,17,38,2517,1472,104,893,06,001,435200,1,060014352001,,,55,6.16,7.07
"Block Group 2, Census Tract 4352, Alameda County, California",138000,1867,,,572,0,0,1625,988,16,624,06,001,435200,2,060014352002,,,0,0.0,1.62
"Block Group 1, Census Tract 4353, Alameda County, California",75034,1539,,,491,0,44,1357,664,0,491,06,001,435300,1,060014353001,,,44,8.96,0.0
"Block Group 2, Census Tract 4353, Alameda County, California",82500,2397,,,852,0,49,1962,1485,176,927,06,001,435300,2,060014353002,,,49,5.75,11.85
"Block Group 3, Census Tract 4353, Alameda County, California",135729,1208,,,383,16,24,1047,642,11,383,06,001,435300,3,060014353003,,,40,10.44,1.71
"Block Group 1, Census Tract 4354, Alameda County, California",68784,1876,,,814,32,159,1598,1140,19,1074,06,001,435400,1,060014354001,,,191,23.46,1.67
"Block Group 2, Census Tract 4354, Alameda County, California",85521,1160,,,407,0,51,968,746,81,446,06,001,435400,2,060014354002,,,51,12.53,10.86
"Block Group 3, Census Tract 4354, Alameda County, California",101591,2195,,,710,8,144,1723,997,122,731,06,001,435400,3,060014354003,,,152,21.41,12.24
"Block Group 1, Census Tract 4355, Alameda County, California",56761,863,,,377,0,56,839,489,45,377,06,001,435500,1,060014355001,,,56,14.85,9.2
"Block Group 2, Census Tract 4355, Alameda County, California",65377,1588,,,442,0,27,1108,720,34,442,06,001,435500,2,060014355002,,,27,6.11,4.72
"Block Group 3, Census Tract 4355, Alameda County, California",96339,2001,,,626,22,46,1612,1146,4,626,06,001,435500,3,060014355003,,,68,10.86,0.35
"Block Group 1, Census Tract 4356.01, Alameda County, California",72557,1292,,,385,39,30,1019,631,78,385,06,001,435601,1,060014356011,,,69,17.92,12.36
"Block Group 2, Census Tract 4356.01, Alameda County, California",75556,2507,,,770,0,0,2025,1312,20,829,06,001,435601,2,060014356012,,,0,0.0,1.52
"Block Group 3, Census Tract 4356.01, Alameda County, California",56882,1337,,,371,0,10,963,601,48,371,06,001,435601,3,060014356013,,,10,2.7,7.99
"Block Group 1, Census Tract 4356.02, Alameda County, California",74792,1104,,,324,9,0,984,495,46,366,06,001,435602,1,060014356021,,,9,2.78,9.29
"Block Group 2, Census Tract 4356.02, Alameda County, California",83750,454,,,176,0,18,355,219,0,176,06,001,435602,2,060014356022,,,18,10.23,0.0
"Block Group 3, Census Tract 4356.02, Alameda County, California",66875,1385,,,418,0,33,1207,780,23,490,06,001,435602,3,060014356023,,,33,7.89,2.95
"Block Group 4, Census Tract 4356.02, Alameda County, California",98373,2394,,,699,0,60,1871,1202,118,722,06,001,435602,4,060014356024,,,60,8.58,9.82
"Block Group 1, Census Tract 4357, Alameda County, California",56953,1470,,,417,0,0,1188,770,192,417,06,001,435700,1,060014357001,,,0,0.0,24.94
"Block Group 2, Census Tract 4357, Alameda County, California",114635,1046,,,361,0,0,844,449,25,361,06,001,435700,2,060014357002,,,0,0.0,5.57
"Block Group 3, Census Tract 4357, Alameda County, California",99028,1296,,,425,16,0,1225,773,24,425,06,001,435700,3,060014357003,,,16,3.76,3.1
"Block Group 4, Census Tract 4357, Alameda County, California",97353,1360,,,332,0,0,1066,598,0,356,06,001,435700,4,060014357004,,,0,0.0,0.0
"Block Group 1, Census Tract 4358, Alameda County, California",74693,1433,,,383,0,0,1094,628,55,383,06,001,435800,1,060014358001,,,0,0.0,8.76
"Block Group 2, Census Tract 4358, Alameda County, California",158083,1409,,,458,0,0,1150,822,30,458,06,001,435800,2,060014358002,,,0,0.0,3.65
"Block Group 3, Census Tract 4358, Alameda County, California",94406,1194,,,357,0,6,931,573,45,380,06,001,435800,3,060014358003,,,6,1.68,7.85
"Block Group 4, Census Tract 4358, Alameda County, California",90717,1724,,,511,0,0,1425,1032,63,523,06,001,435800,4,060014358004,,,0,0.0,6.1
"Block Group 1, Census Tract 4359, Alameda County, California",117917,2191,,,615,52,0,2000,1409,69,615,06,001,435900,1,060014359001,,,52,8.46,4.9
"Block Group 2, Census Tract 4359, Alameda County, California",99609,1220,,,437,0,0,1035,646,16,477,06,001,435900,2,060014359002,,,0,0.0,2.48
"Block Group 3, Census Tract 4359, Alameda County, California",98897,1382,,,355,9,11,1073,697,120,387,06,001,435900,3,060014359003,,,20,5.63,17.22
"Block Group 4, Census Tract 4359, Alameda County, California",99050,608,,,177,8,0,496,299,20,177,06,001,435900,4,060014359004,,,8,4.52,6.69
"Block Group 1, Census Tract 4360, Alameda County, California",61000,849,,,262,0,0,716,366,23,262,06,001,436000,1,060014360001,,,0,0.0,6.28
"Block Group 2, Census Tract 4360, Alameda County, California",105893,2331,,,632,11,10,1873,1227,68,632,06,001,436000,2,060014360002,,,21,3.32,5.54
"Block Group 3, Census Tract 4360, Alameda County, California",114621,1924,,,550,0,0,1550,1091,160,550,06,001,436000,3,060014360003,,,0,0.0,14.67
"Block Group 1, Census Tract 4361, Alameda County, California",-666666666,1170,,,302,0,0,957,501,7,302,06,001,436100,1,060014361001,,,0,0.0,1.4
"Block Group 2, Census Tract 4361, Alameda County, California",73403,2031,,,761,16,192,1723,1004,37,811,06,001,436100,2,060014361002,,,208,27.33,3.69
"Block Group 3, Census Tract 4361, Alameda County, California",111769,3106,,,739,0,0,2484,1888,101,739,06,001,436100,3,060014361003,,,0,0.0,5.35
"Block Group 1, Census Tract 4362, Alameda County, California",49191,1142,,,444,8,34,937,592,6,479,06,001,436200,1,060014362001,,,42,9.46,1.01
"Block Group 2, Census Tract 4362, Alameda County, California",76639,3025,,,849,0,54,2249,1619,97,869,06,001,436200,2,060014362002,,,54,6.36,5.99
"Block Group 1, Census Tract 4363.01, Alameda County, California",98297,2671,,,757,0,70,1967,1365,46,776,06,001,436301,1,060014363011,,,70,9.25,3.37
"Block Group 2, Census Tract 4363.01, Alameda County, California",162869,3154,,,1133,28,0,2253,1954,88,1175,06,001,436301,2,060014363012,,,28,2.47,4.5
"Block Group 1, Census Tract 4363.02, Alameda County, California",78238,1639,,,458,31,40,1489,977,73,496,06,001,436302,1,060014363021,,,71,15.5,7.47
"Block Group 2, Census Tract 4363.02, Alameda County, California",124063,1169,,,495,17,0,970,760,14,495,06,001,436302,2,060014363022,,,17,3.43,1.84
"Block Group 3, Census Tract 4363.02, Alameda County, California",90929,1234,,,305,0,0,1029,552,7,305,06,001,436302,3,060014363023,,,0,0.0,1.27
"Block Group 1, Census Tract 4364.02, Alameda County, California",155208,1671,,,556,13,0,1408,854,66,556,06,001,436402,1,060014364021,,,13,2.34,7.73
"Block Group 2, Census Tract 4364.02, Alameda County, California",150078,1070,,,437,0,0,912,455,10,470,06,001,436402,2,060014364022,,,0,0.0,2.2
"Block Group 1, Census Tract 4364.03, Alameda County, California",95861,1496,,,479,0,0,1320,861,106,479,06,001,436403,1,060014364031,,,0,0.0,12.31
"Block Group 2, Census Tract 4364.03, Alameda County, California",-666666666,1557,,,493,13,72,1185,796,84,565,06,001,436403,2,060014364032,,,85,17.24,10.55
"Block Group 3, Census Tract 4364.03, Alameda County, California",116544,576,,,199,0,0,561,513,0,199,06,001,436403,3,060014364033,,,0,0.0,0.0
"Block Group 4, Census Tract 4364.03, Alameda County, California",-666666666,841,,,381,19,0,649,389,0,415,06,001,436403,4,060014364034,,,19,4.99,0.0
"Block Group 1, Census Tract 4364.04, Alameda County, California",120985,1063,,,420,12,0,907,737,0,460,06,001,436404,1,060014364041,,,12,2.86,0.0
"Block Group 2, Census Tract 4364.04, Alameda County, California",140642,1150,,,469,0,0,1098,705,50,491,06,001,436404,2,060014364042,,,0,0.0,7.09
"Block Group 3, Census Tract 4364.04, Alameda County, California",143646,968,,,310,27,0,726,584,0,310,06,001,436404,3,060014364043,,,27,8.71,0.0
"Block Group 1, Census Tract 4365, Alameda County, California",87750,1949,,,605,0,65,1445,1183,15,668,06,001,436500,1,060014365001,,,65,10.74,1.27
"Block Group 2, Census Tract 4365, Alameda County, California",76639,2163,,,686,14,6,1725,1098,55,707,06,001,436500,2,060014365002,,,20,2.92,5.01
"Block Group 3, Census Tract 4365, Alameda County, California",75208,1323,,,479,0,10,1114,811,116,542,06,001,436500,3,060014365003,,,10,2.09,14.3
"Block Group 1, Census Tract 4366.01, Alameda County, California",101809,1686,,,490,40,7,1281,902,0,508,06,001,436601,1,060014366011,,,47,9.59,0.0
"Block Group 2, Census Tract 4366.01, Alameda County, California",64821,2899,,,905,0,55,2420,1519,62,1014,06,001,436601,2,060014366012,,,55,6.08,4.08
"Block Group 3, Census Tract 4366.01, Alameda County, California",78190,2035,,,498,6,0,1527,1141,73,498,06,001,436601,3,060014366013,,,6,1.2,6.4
"Block Group 1, Census Tract 4366.02, Alameda County, California",73359,2079,,,711,0,61,1622,1217,7,711,06,001,436602,1,060014366021,,,61,8.58,0.58
"Block Group 2, Census Tract 4366.02, Alameda County, California",62009,1473,,,425,0,25,1110,766,21,570,06,001,436602,2,060014366022,,,25,5.88,2.74
"Block Group 3, Census Tract 4366.02, Alameda County, California",100843,1745,,,537,0,22,1304,964,84,570,06,001,436602,3,060014366023,,,22,4.1,8.71
"Block Group 1, Census Tract 4367, Alameda County, California",119141,1718,,,531,0,0,1281,1011,0,609,06,001,436700,1,060014367001,,,0,0.0,0.0
"Block Group 2, Census Tract 4367, Alameda County, California",54176,1711,,,627,7,10,1377,804,7,650,06,001,436700,2,060014367002,,,17,2.71,0.87
"Block Group 1, Census Tract 4368, Alameda County, California",94623,2484,,,808,0,56,2055,1532,23,885,06,001,436800,1,060014368001,,,56,6.93,1.5
"Block Group 2, Census Tract 4368, Alameda County, California",126220,1796,,,533,0,14,1567,1034,83,540,06,001,436800,2,060014368002,,,14,2.63,8.03
"Block Group 1, Census Tract 4369, Alameda County, California",110584,2649,,,709,22,28,1882,1358,53,727,06,001,436900,1,060014369001,,,50,7.05,3.9
"Block Group 2, Census Tract 4369, Alameda County, California",46607,845,,,233,40,0,608,298,0,252,06,001,436900,2,060014369002,,,40,17.17,0.0
"Block Group 3, Census Tract 4369, Alameda County, California",96007,1118,,,341,0,0,891,588,17,341,06,001,436900,3,060014369003,,,0,0.0,2.89
"Block Group 4, Census Tract 4369, Alameda County, California",70273,2138,,,575,0,10,1607,1207,46,613,06,001,436900,4,060014369004,,,10,1.74,3.81
"Block Group 1, Census Tract 4370, Alameda County, California",92361,1529,,,471,32,0,1201,767,79,554,06,001,437000,1,060014370001,,,32,6.79,10.3
